,symbol,gpa,remarks
18,00302485A,2.8,COMPLETED
19,00302486B,2.8,COMPLETED
20,00302487C,2.6,COMPLETED
21,00302488D,2.8,COMPLETED
22,00302489E,2.85,COMPLETED
23,00302490F,3.4,COMPLETED
24,00302491G,2.55,COMPLETED
25,00302492H,2.5,COMPLETED
26,00302493I,2.55,COMPLETED
27,00302494J,3.2,COMPLETED
28,00302495K,2.55,COMPLETED
29,00302496L,2.45,COMPLETED
30,00302497M,2.5,COMPLETED
31,00302498N,2.95,COMPLETED
32,00302499O,3.15,COMPLETED
33,00302500P,2.85,COMPLETED
34,00302501Q,2.55,COMPLETED
35,00302502R,3.15,COMPLETED
36,00302503S,3.15,COMPLETED
37,00302504T,3.05,COMPLETED
38,00302505U,3.2,COMPLETED
39,00302506V,2.55,COMPLETED
40,00302507W,2.75,COMPLETED
41,00302508X,3.5,COMPLETED
42,00302509Y,2.6,COMPLETED
43,00302510Z,2.7,COMPLETED
44,00302511A,3.05,COMPLETED
45,00302512B,2.75,COMPLETED
46,00302513C,2.95,COMPLETED
47,00302514D,2.8,COMPLETED
48,00302515E,3.25,COMPLETED
49,00302516F,2.8,COMPLETED
50,00302517G,2.6,COMPLETED
51,00302518H,3.4,COMPLETED
52,00302519I,2.85,COMPLETED
53,00302520J,2.85,COMPLETED
54,00302521K,2.85,COMPLETED
55,00302522L,2.6,COMPLETED
56,00302523M,2.75,COMPLETED
57,00302524N,3.05,COMPLETED
58,00302525O,3.6,COMPLETED
59,00302526P,2.85,COMPLETED
60,00302527Q,2.9,COMPLETED
61,00302528R,3.05,COMPLETED
62,00302529S,3.3,COMPLETED
63,00302530T,2.85,COMPLETED
64,00302531U,2.85,COMPLETED
65,00302532V,3.05,COMPLETED
66,00302533W,2.6,COMPLETED
67,00302534X,2.85,COMPLETED
68,00302535Y,3.35,COMPLETED
69,00302536Z,3.25,COMPLETED
70,00302537A,2.8,COMPLETED
71,00302538B,2.6,COMPLETED
72,00302539C,2.9,COMPLETED
73,00302540D,2.85,COMPLETED
74,00302541E,3.35,COMPLETED
75,00302542F,2.9,COMPLETED
76,00302543G,3.3,COMPLETED
77,00302544H,2.5,COMPLETED
78,00302545I,3.3,COMPLETED
79,00302546J,3.4,COMPLETED
80,00302547K,2.95,COMPLETED
81,00302548L,2.65,COMPLETED
82,00302549M,2.95,COMPLETED
83,00302550N,3.05,COMPLETED
84,00302551O,2.95,COMPLETED
85,00302552P,2.3,COMPLETED
86,00302553Q,2.65,COMPLETED
87,00302554R,3.2,COMPLETED
88,00302555S,2.6,COMPLETED
89,00302556T,2.6,COMPLETED
90,00302557U,3.15,COMPLETED
91,00302558V,2.7,COMPLETED
92,00302559W,3.15,COMPLETED
93,00302560X,3.1,COMPLETED
94,00302561Y,3.35,COMPLETED
95,00302562Z,2.45,COMPLETED
96,00302563A,4.0,COMPLETED
97,00302564B,3.25,COMPLETED
98,00302565C,2.8,COMPLETED
99,00302566D,2.4,COMPLETED
100,00302567E,2.4,COMPLETED
101,00302568F,4.0,COMPLETED
102,00302569G,2.8,COMPLETED
103,00302570H,2.7,COMPLETED
104,00302571I,2.4,COMPLETED
105,00302572J,3.6,COMPLETED
106,00302573K,3.2,COMPLETED
107,00302574L,2.65,COMPLETED
108,00302575M,3.2,COMPLETED
109,00302576N,2.8,COMPLETED
110,00302577O,3.2,COMPLETED
111,00302578P,2.6,COMPLETED
112,00302579Q,3.15,COMPLETED
113,00302580R,2.65,COMPLETED
114,00302581S,2.45,COMPLETED
115,00302582T,3.6,COMPLETED
116,00302583U,3.55,COMPLETED
117,00302584V,2.7,COMPLETED
118,00302585W,2.55,COMPLETED
119,00302586X,2.6,COMPLETED
120,00302587Y,2.45,COMPLETED
121,00302588Z,2.65,COMPLETED
122,00302589A,2.7,COMPLETED
123,00302590B,2.7,COMPLETED
124,00302591C,2.4,COMPLETED
125,00302592D,2.55,COMPLETED
126,00302593E,2.8,COMPLETED
127,00302594F,2.55,COMPLETED
128,00302595G,2.6,COMPLETED
129,00302596H,2.6,COMPLETED
130,00302597I,3.45,COMPLETED
131,00302598J,2.9,COMPLETED
132,00302599K,2.9,COMPLETED
133,00302600L,3.35,COMPLETED
134,00302601M,2.75,COMPLETED
135,00302602N,2.85,COMPLETED
136,00302603O,2.75,COMPLETED
137,00302604P,2.6,COMPLETED
138,00302605Q,2.65,COMPLETED
139,00302606R,2.65,COMPLETED
140,00302607S,2.9,COMPLETED
141,00302608T,2.9,COMPLETED
142,00302609U,3.05,COMPLETED
143,00302610V,2.55,COMPLETED
144,00302611W,2.7,COMPLETED
145,00302612X,3.0,COMPLETED
146,00302613Y,2.95,COMPLETED
147,00302614Z,2.65,COMPLETED
148,00302615A,3.05,COMPLETED
149,00302616B,2.95,COMPLETED
150,00302617C,2.8,COMPLETED
151,00302618D,2.65,COMPLETED
152,00302619E,2.95,COMPLETED
153,00302620F,2.65,COMPLETED
154,00302621G,2.95,COMPLETED
155,00302622H,2.65,COMPLETED
156,00302623I,2.6,COMPLETED
157,00302624J,2.45,COMPLETED
158,00302625K,3.15,COMPLETED
159,00302626L,2.7,COMPLETED
160,00302627M,3.0,COMPLETED
161,00302628N,2.45,COMPLETED
162,00302629O,2.95,COMPLETED
163,00302630P,3.1,COMPLETED
164,00302631Q,2.9,COMPLETED
165,00302632R,3.2,COMPLETED
166,00302633S,3.95,COMPLETED
167,00302634T,2.8,COMPLETED
168,00302635U,2.65,COMPLETED
169,00302636V,2.8,COMPLETED
170,00302637W,2.85,COMPLETED
171,00302638X,2.7,COMPLETED
172,00302639Y,3.45,COMPLETED
173,00302640Z,2.6,COMPLETED
174,00302641A,2.8,COMPLETED
175,00302642B,3.0,COMPLETED
176,00302643C,2.7,COMPLETED
177,00302644D,2.7,COMPLETED
178,00302645E,2.75,COMPLETED
179,00302646F,2.6,COMPLETED
180,00302647G,2.75,COMPLETED
181,00302648H,2.6,COMPLETED
182,00302649I,3.5,COMPLETED
183,00302650J,2.5,COMPLETED
184,00302651K,2.65,COMPLETED
185,00302652L,2.85,COMPLETED
186,00302653M,2.75,COMPLETED
187,00302654N,2.8,COMPLETED
188,00302655O,2.6,COMPLETED
189,00302656P,2.75,COMPLETED
190,00302657Q,,ABSENT8
191,00302658R,3.4,COMPLETED
192,00302659S,3.5,COMPLETED
193,00302660T,3.45,COMPLETED
194,00302661U,,ABSENT8
195,00302662V,2.8,COMPLETED
196,00302663W,3.2,COMPLETED
197,00302664X,3.5,COMPLETED
198,00302665Y,2.65,COMPLETED
199,00302666Z,2.35,COMPLETED
200,00302667A,3.1,COMPLETED
201,00302668B,3.25,COMPLETED
202,00302669C,3.2,COMPLETED
203,00302670D,3.15,COMPLETED
204,00302671E,3.15,COMPLETED
205,00302672F,3.35,COMPLETED
206,00302673G,3.0,COMPLETED
207,00302674H,3.05,COMPLETED
208,00302675I,3.1,COMPLETED
209,00302676J,3.4,COMPLETED
210,00302677K,3.05,COMPLETED
211,00302678L,3.05,COMPLETED
212,00302679M,3.4,COMPLETED
213,00302680N,3.05,COMPLETED
214,00302681O,3.05,COMPLETED
215,00302682P,3.05,COMPLETED
216,00302683Q,3.05,COMPLETED
217,00302684R,3.2,COMPLETED
218,00302685S,3.05,COMPLETED
219,00302686T,3.05,COMPLETED
220,00302687U,3.0,COMPLETED
221,00302688V,3.1,COMPLETED
222,00302689W,3.35,COMPLETED
223,00302690X,3.5,COMPLETED
224,00302691Y,3.1,COMPLETED
225,00302692Z,3.05,COMPLETED
226,00302693A,3.45,COMPLETED
227,00302694B,3.05,COMPLETED
228,00302695C,3.05,COMPLETED
229,00302696D,3.05,COMPLETED
230,00302697E,3.0,COMPLETED
231,00302698F,3.45,COMPLETED
232,00302699G,2.8,COMPLETED
233,00302700H,2.8,COMPLETED
234,00302701I,2.9,COMPLETED
235,00302702J,2.9,COMPLETED
236,00302703K,2.95,COMPLETED
237,00302704L,3.0,COMPLETED
238,00302705M,3.05,COMPLETED
239,00302706N,2.9,COMPLETED
240,00302707O,3.55,COMPLETED
241,00302708P,3.0,COMPLETED
242,00302709Q,2.95,COMPLETED
243,00302710R,3.1,COMPLETED
244,00302711S,2.95,COMPLETED
245,00302712T,2.85,COMPLETED
246,00302713U,3.0,COMPLETED
247,00302714V,3.15,COMPLETED
248,00302715W,2.6,COMPLETED
249,00302716X,3.5,COMPLETED
250,00302717Y,2.8,COMPLETED
251,00302718Z,3.0,COMPLETED
252,00302719A,2.95,COMPLETED
253,00302720B,2.75,COMPLETED
254,00302721C,3.0,COMPLETED
255,00302722D,3.45,COMPLETED
256,00302723E,2.8,COMPLETED
257,00302724F,3.05,COMPLETED
258,00302725G,2.45,COMPLETED
259,00302726H,2.8,COMPLETED
260,00302727I,3.0,COMPLETED
261,00302728J,2.4,COMPLETED
262,00302729K,2.25,COMPLETED
263,00302730L,2.15,COMPLETED
264,00302731M,2.9,COMPLETED
265,00302732N,2.25,COMPLETED
266,00302733O,2.55,COMPLETED
267,00302734P,2.05,COMPLETED
268,00302735Q,2.6,COMPLETED
269,00302736R,2.75,COMPLETED
270,00302737S,2.6,COMPLETED
271,00302738T,2.7,COMPLETED
272,00302739U,2.75,COMPLETED
273,00302740V,2.8,COMPLETED
274,00302741W,2.85,COMPLETED
275,00302742X,3.05,COMPLETED
276,00302743Y,2.8,COMPLETED
277,00302744Z,3.05,COMPLETED
278,00302745A,2.65,COMPLETED
279,00302746B,2.7,COMPLETED
280,00302747C,2.9,COMPLETED
281,00302748D,3.15,COMPLETED
282,00302749E,3.5,COMPLETED
283,00302750F,2.65,COMPLETED
284,00302751G,2.7,COMPLETED
285,00302752H,2.9,COMPLETED
286,00302753I,2.95,COMPLETED
287,00302754J,3.05,COMPLETED
288,00302755K,3.5,COMPLETED
289,00302756L,3.15,COMPLETED
290,00302757M,2.75,COMPLETED
291,00302758N,2.9,COMPLETED
292,00302759O,2.6,COMPLETED
293,00302760P,2.8,COMPLETED
294,00302761Q,2.85,COMPLETED
295,00302762R,2.3,COMPLETED
296,00302763S,2.4,COMPLETED
297,00302764T,3.05,COMPLETED
298,00302765U,2.25,COMPLETED
299,00302766V,2.3,COMPLETED
300,00302767W,2.25,COMPLETED
301,00302768X,2.35,COMPLETED
302,00302769Y,2.55,COMPLETED
303,00302770Z,2.5,COMPLETED
304,00302771A,2.5,COMPLETED
305,00302772B,2.3,COMPLETED
306,00302773C,2.75,COMPLETED
307,00302774D,2.6,COMPLETED
308,00302775E,2.7,COMPLETED
309,00302776F,3.1,COMPLETED
310,00302777G,2.8,COMPLETED
311,00302778H,2.65,COMPLETED
312,00302779I,3.05,COMPLETED
313,00302780J,2.7,COMPLETED
314,00302781K,3.15,COMPLETED
315,00302782L,3.65,COMPLETED
316,00302783M,3.65,COMPLETED
317,00302784N,2.65,COMPLETED
318,00302785O,2.7,COMPLETED
319,00302786P,3.05,COMPLETED
320,00302787Q,2.75,COMPLETED
321,00302788R,2.75,COMPLETED
322,00302789S,2.8,COMPLETED
323,00302790T,2.55,COMPLETED
324,00302791U,2.8,COMPLETED
325,00302792V,3.55,COMPLETED
326,00302793W,3.6,COMPLETED
327,00302794X,3.5,COMPLETED
328,00302795Y,2.7,COMPLETED
329,00302796Z,3.0,COMPLETED
330,00302797A,3.5,COMPLETED
331,00302798B,3.45,COMPLETED
332,00302799C,2.9,COMPLETED
333,00302800D,2.75,COMPLETED
334,00302801E,2.75,COMPLETED
335,00302802F,2.85,COMPLETED
336,00302803G,3.5,COMPLETED
337,00302804H,2.85,COMPLETED
338,00302805I,2.9,COMPLETED
339,00302806J,2.85,COMPLETED
340,00302807K,3.3,COMPLETED
341,00302808L,3.0,COMPLETED
342,00302809M,3.1,COMPLETED
343,00302810N,3.5,COMPLETED
344,00302811O,3.1,COMPLETED
345,00302812P,2.85,COMPLETED
346,00302813Q,2.7,COMPLETED
347,00302814R,2.85,COMPLETED
348,00302815S,2.75,COMPLETED
349,00302816T,3.05,COMPLETED
350,00302817U,2.95,COMPLETED
351,00302818V,3.25,COMPLETED
352,00302819W,3.7,COMPLETED
353,00302820X,2.95,COMPLETED
354,00302821Y,2.8,COMPLETED
355,00302822Z,3.2,COMPLETED
356,00302823A,3.25,COMPLETED
357,00302824B,3.6,COMPLETED
358,00302825C,3.2,COMPLETED
359,00302826D,2.7,COMPLETED
360,00302827E,3.0,COMPLETED
361,00302828F,3.25,COMPLETED
362,00302829G,3.1,COMPLETED
363,00302830H,3.1,COMPLETED
364,00302831I,3.15,COMPLETED
365,00302832J,3.15,COMPLETED
366,00302833K,2.8,COMPLETED
367,00302834L,2.9,COMPLETED
368,00302835M,3.2,COMPLETED
369,00302836N,2.95,COMPLETED
370,00302837O,3.25,COMPLETED
371,00302838P,3.2,COMPLETED
372,00302839Q,3.45,COMPLETED
373,00302840R,3.0,COMPLETED
374,00302841S,3.05,COMPLETED
375,00302842T,3.2,COMPLETED
376,00302843U,2.95,COMPLETED
377,00302844V,3.05,COMPLETED
378,00302845W,3.1,COMPLETED
379,00302846X,3.05,COMPLETED
380,00302847Y,3.75,COMPLETED
381,00302848Z,2.75,COMPLETED
382,00302849A,3.75,COMPLETED
383,00302850B,3.0,COMPLETED
384,00302851C,2.95,COMPLETED
385,00302852D,2.9,COMPLETED
386,00302853E,2.8,COMPLETED
387,00302854F,3.35,COMPLETED
388,00302855G,2.95,COMPLETED
389,00302856H,3.1,COMPLETED
390,00302857I,2.95,COMPLETED
391,00302858J,3.8,COMPLETED
392,00302859K,3.3,COMPLETED
393,00302860L,3.6,COMPLETED
394,00302861M,2.9,COMPLETED
395,00302862N,2.2,COMPLETED
396,00302863O,2.15,COMPLETED
397,00302864P,2.55,COMPLETED
398,00302865Q,2.15,COMPLETED
399,00302866R,2.8,COMPLETED
400,00302867S,3.05,COMPLETED
401,00302868T,3.45,COMPLETED
402,00302869U,2.35,COMPLETED
403,00302870V,2.5,COMPLETED
404,00302871W,2.4,COMPLETED
405,00302872X,2.3,COMPLETED
406,00302873Y,,ABSENT8
407,00302874Z,2.2,COMPLETED
408,00302875A,2.3,COMPLETED
409,00302876B,2.2,COMPLETED
410,00302877C,2.8,COMPLETED
411,00302878D,2.4,COMPLETED
412,00302879E,2.45,COMPLETED
413,00302880F,2.4,COMPLETED
414,00302881G,3.6,COMPLETED
415,00302882H,2.45,COMPLETED
416,00302883I,2.7,COMPLETED
417,00302884J,2.4,COMPLETED
418,00302885K,2.4,COMPLETED
419,00302886L,3.25,COMPLETED
420,00302887M,2.35,COMPLETED
421,00302888N,2.9,COMPLETED
422,00302889O,3.0,COMPLETED
423,00302890P,2.45,COMPLETED
424,00302891Q,2.75,COMPLETED
425,00302892R,2.45,COMPLETED
426,00302893S,2.3,COMPLETED
427,00302894T,4.0,COMPLETED
428,00302895U,3.9,COMPLETED
429,00302896V,2.95,COMPLETED
430,00302897W,3.25,COMPLETED
431,00302898X,3.25,COMPLETED
432,00302899Y,3.4,COMPLETED
433,00302900Z,3.95,COMPLETED
434,00302901A,2.95,COMPLETED
435,00302902B,3.35,COMPLETED
436,00302903C,2.95,COMPLETED
437,00302904D,3.8,COMPLETED
438,00302905E,4.0,COMPLETED
439,00302906F,3.8,COMPLETED
440,00302907G,4.0,COMPLETED
441,00302908H,3.3,COMPLETED
442,00302909I,3.3,COMPLETED
443,00302910J,3.3,COMPLETED
444,00302911K,3.95,COMPLETED
445,00302912L,4.0,COMPLETED
446,00302913M,3.25,COMPLETED
447,00302914N,3.9,COMPLETED
448,00302915O,3.35,COMPLETED
449,00302916P,3.7,COMPLETED
450,00302917Q,3.95,COMPLETED
451,00302918R,3.25,COMPLETED
452,00302919S,3.95,COMPLETED
453,00302920T,3.25,COMPLETED
454,00302921U,3.35,COMPLETED
455,00302922V,3.3,COMPLETED
456,00302923W,3.75,COMPLETED
457,00302924X,3.3,COMPLETED
458,00302925Y,3.65,COMPLETED
459,00302926Z,3.3,COMPLETED
460,00302927A,3.3,COMPLETED
461,00302928B,3.45,COMPLETED
462,00302929C,3.25,COMPLETED
463,00302930D,3.6,COMPLETED
464,00302931E,3.25,COMPLETED
465,00302932F,3.95,COMPLETED
466,00302933G,2.75,COMPLETED
467,00302934H,2.95,COMPLETED
468,00302935I,2.75,COMPLETED
469,00302936J,2.9,COMPLETED
470,00302937K,2.75,COMPLETED
471,00302938L,2.85,COMPLETED
472,00302939M,3.0,COMPLETED
473,00302940N,2.8,COMPLETED
474,00302941O,3.2,COMPLETED
475,00302942P,2.6,COMPLETED
476,00302943Q,2.75,COMPLETED
477,00302944R,3.1,COMPLETED
478,00302945S,2.75,COMPLETED
479,00302946T,2.9,COMPLETED
480,00302947U,3.5,COMPLETED
481,00302948V,3.2,COMPLETED
482,00302949W,3.15,COMPLETED
483,00302950X,2.9,COMPLETED
484,00302951Y,3.05,COMPLETED
485,00302952Z,3.5,COMPLETED
486,00302953A,3.2,COMPLETED
487,00302954B,2.7,COMPLETED
488,00302955C,2.9,COMPLETED
489,00302956D,2.75,COMPLETED
490,00302957E,2.9,COMPLETED
491,00302958F,2.75,COMPLETED
492,00302959G,2.75,COMPLETED
493,00302960H,3.2,COMPLETED
494,00302961I,2.7,COMPLETED
495,00302962J,2.7,COMPLETED
496,00302963K,3.35,COMPLETED
497,00302964L,2.7,COMPLETED
498,00302965M,3.85,COMPLETED
499,00302966N,2.6,COMPLETED
500,00302967O,3.85,COMPLETED
501,00302968P,3.85,COMPLETED
502,00302969Q,2.7,COMPLETED
503,00302970R,2.8,COMPLETED
504,00302971S,3.25,COMPLETED
505,00302972T,3.6,COMPLETED
506,00302973U,3.25,COMPLETED
507,00302974V,3.25,COMPLETED
508,00302975W,3.5,COMPLETED
509,00302976X,3.4,COMPLETED
510,00302977Y,2.6,COMPLETED
511,00302978Z,2.25,COMPLETED
512,00302979A,2.95,COMPLETED
513,00302980B,2.85,COMPLETED
514,00302981C,2.15,COMPLETED
515,00302982D,2.25,COMPLETED
516,00302983E,2.4,COMPLETED
517,00302984F,2.5,COMPLETED
518,00302985G,2.15,COMPLETED
519,00302986H,2.25,COMPLETED
520,00302987I,1.95,COMPLETED
521,00302988J,2.25,COMPLETED
522,00302989K,2.55,COMPLETED
523,00302990L,2.25,COMPLETED
524,00302991M,3.45,COMPLETED
525,00302992N,2.8,COMPLETED
526,00302993O,2.15,COMPLETED
527,00302994P,2.9,COMPLETED
528,00302995Q,3.1,COMPLETED
529,00302996R,2.35,COMPLETED
530,00302997S,2.25,COMPLETED
531,00302998T,2.05,COMPLETED
532,00302999U,2.2,COMPLETED
533,00303000V,2.9,COMPLETED
534,00303001W,2.5,COMPLETED
535,00303002X,2.6,COMPLETED
536,00303003Y,3.3,COMPLETED
537,00303004Z,,ABSENT8
538,00303005A,2.75,COMPLETED
539,00303006B,3.45,COMPLETED
540,00303007C,2.55,COMPLETED
541,00303008D,2.45,COMPLETED
542,00303009E,2.4,COMPLETED
543,00303010F,2.95,COMPLETED
544,00303011G,2.45,COMPLETED
545,00303012H,3.15,COMPLETED
546,00303013I,3.0,COMPLETED
547,00303014J,2.85,COMPLETED
548,00303015K,2.7,COMPLETED
549,00303016L,3.3,COMPLETED
550,00303017M,3.25,COMPLETED
551,00303018N,2.55,COMPLETED
552,00303019O,2.6,COMPLETED
553,00303020P,2.65,COMPLETED
554,00303021Q,2.6,COMPLETED
555,00303022R,2.9,COMPLETED
556,00303023S,2.5,COMPLETED
557,00303024T,2.85,COMPLETED
558,00303025U,2.8,COMPLETED
559,00303026V,2.6,COMPLETED
560,00303027W,2.65,COMPLETED
561,00303028X,2.55,COMPLETED
562,00303029Y,2.6,COMPLETED
563,00303030Z,3.2,COMPLETED
564,00303031A,2.55,COMPLETED
565,00303032B,2.6,COMPLETED
566,00303033C,2.55,COMPLETED
567,00303034D,2.6,COMPLETED
568,00303035E,2.75,COMPLETED
569,00303036F,2.6,COMPLETED
570,00303037G,3.0,COMPLETED
571,00303038H,2.8,COMPLETED
572,00303039I,3.0,COMPLETED
573,00303040J,,ABSENT8
574,00303041K,2.8,COMPLETED
575,00303042L,2.95,COMPLETED
576,00303043M,2.8,COMPLETED
577,00303044N,2.75,COMPLETED
578,00303045O,2.95,COMPLETED
579,00303046P,2.65,COMPLETED
580,00303047Q,2.95,COMPLETED
581,00303048R,2.7,COMPLETED
582,00303049S,3.0,COMPLETED
583,00303050T,3.0,COMPLETED
584,00303051U,2.8,COMPLETED
585,00303052V,3.1,COMPLETED
586,00303053W,2.65,COMPLETED
587,00303054X,2.6,COMPLETED
588,00303055Y,2.7,COMPLETED
589,00303056Z,3.05,COMPLETED
590,00303057A,3.0,COMPLETED
591,00303058B,2.65,COMPLETED
592,00303059C,2.7,COMPLETED
593,00303060D,2.95,COMPLETED
594,00303061E,2.55,COMPLETED
595,00303062F,2.55,COMPLETED
596,00303063G,2.7,COMPLETED
597,00303064H,2.55,COMPLETED
598,00303065I,3.5,COMPLETED
599,00303066J,2.8,COMPLETED
600,00303067K,2.45,COMPLETED
601,00303068L,2.7,COMPLETED
602,00303069M,3.0,COMPLETED
603,00303070N,2.7,COMPLETED
604,00303071O,2.5,COMPLETED
605,00303072P,2.6,COMPLETED
606,00303073Q,2.6,COMPLETED
607,00303074R,2.55,COMPLETED
608,00303075S,2.7,COMPLETED
609,00303076T,2.85,COMPLETED
610,00303077U,2.5,COMPLETED
611,00303078V,2.65,COMPLETED
612,00303079W,2.9,COMPLETED
613,00303080X,2.5,COMPLETED
614,00303081Y,2.4,COMPLETED
615,00303082Z,3.45,COMPLETED
616,00303083A,2.85,COMPLETED
617,00303084B,3.7,COMPLETED
618,00303085C,2.85,COMPLETED
619,00303086D,3.3,COMPLETED
620,00303087E,3.7,COMPLETED
621,00303088F,3.2,COMPLETED
622,00303089G,2.4,COMPLETED
623,00303090H,2.75,COMPLETED
624,00303091I,3.35,COMPLETED
625,00303092J,3.4,COMPLETED
626,00303093K,2.8,COMPLETED
627,00303094L,3.35,COMPLETED
628,00303095M,2.9,COMPLETED
629,00303096N,3.2,COMPLETED
630,00303097O,3.2,COMPLETED
631,00303098P,2.95,COMPLETED
632,00303099Q,3.2,COMPLETED
633,00303100R,3.25,COMPLETED
634,00303101S,2.95,COMPLETED
635,00303102T,3.0,COMPLETED
636,00303103U,3.05,COMPLETED
637,00303104V,3.1,COMPLETED
638,00303105W,2.6,COMPLETED
639,00303106X,2.95,COMPLETED
640,00303107Y,3.2,COMPLETED
641,00303108Z,3.25,COMPLETED
642,00303109A,3.2,COMPLETED
643,00303110B,2.8,COMPLETED
644,00303111C,2.95,COMPLETED
645,00303112D,,ABSENT8
646,00303113E,3.1,COMPLETED
647,00303114F,3.45,COMPLETED
648,00303115G,2.9,COMPLETED
649,00303116H,3.15,COMPLETED
650,00303117I,3.3,COMPLETED
651,00303118J,2.95,COMPLETED
652,00303119K,3.4,COMPLETED
653,00303120L,2.8,COMPLETED
654,00303121M,3.15,COMPLETED
655,00303122N,3.1,COMPLETED
656,00303123O,2.9,COMPLETED
657,00303124P,3.05,COMPLETED
658,00303125Q,2.75,COMPLETED
659,00303126R,3.05,COMPLETED
660,00303127S,3.05,COMPLETED
661,00303128T,2.9,COMPLETED
662,00303129U,3.05,COMPLETED
663,00303130V,2.95,COMPLETED
664,00303131W,2.8,COMPLETED
665,00303132X,2.9,COMPLETED
666,00303133Y,2.8,COMPLETED
667,00303134Z,2.85,COMPLETED
668,00303135A,3.2,COMPLETED
669,00303136B,2.9,COMPLETED
670,00303137C,2.8,COMPLETED
671,00303138D,3.15,COMPLETED
672,00303139E,2.85,COMPLETED
673,00303140F,3.6,COMPLETED
674,00303141G,2.95,COMPLETED
675,00303142H,3.15,COMPLETED
676,00303143I,3.4,COMPLETED
677,00303144J,3.1,COMPLETED
678,00303145K,3.35,COMPLETED
679,00303146L,3.15,COMPLETED
680,00303147M,3.55,COMPLETED
681,00303148N,4.0,COMPLETED
682,00303149O,3.55,COMPLETED
683,00303150P,3.5,COMPLETED
684,00303151Q,4.0,COMPLETED
685,00303152R,3.95,COMPLETED
686,00303153S,3.55,COMPLETED
687,00303154T,3.95,COMPLETED
688,00303155U,3.95,COMPLETED
689,00303156V,4.0,COMPLETED
690,00303157W,3.6,COMPLETED
691,00303158X,4.0,COMPLETED
692,00303159Y,3.6,COMPLETED
693,00303160Z,3.9,COMPLETED
694,00303161A,3.55,COMPLETED
695,00303162B,3.55,COMPLETED
696,00303163C,3.7,COMPLETED
697,00303164D,3.55,COMPLETED
698,00303165E,3.55,COMPLETED
699,00303166F,4.0,COMPLETED
700,00303167G,3.45,COMPLETED
701,00303168H,3.3,COMPLETED
702,00303169I,3.55,COMPLETED
703,00303170J,3.4,COMPLETED
704,00303171K,3.75,COMPLETED
705,00303172L,3.4,COMPLETED
706,00303173M,3.6,COMPLETED
707,00303174N,3.9,COMPLETED
708,00303175O,2.8,COMPLETED
709,00303176P,3.0,COMPLETED
710,00303177Q,2.9,COMPLETED
711,00303178R,2.85,COMPLETED
712,00303179S,2.85,COMPLETED
713,00303180T,2.85,COMPLETED
714,00303181U,3.1,COMPLETED
715,00303182V,2.85,COMPLETED
716,00303183W,2.65,COMPLETED
717,00303184X,2.85,COMPLETED
718,00303185Y,2.8,COMPLETED
719,00303186Z,2.8,COMPLETED
720,00303187A,2.9,COMPLETED
721,00303188B,2.95,COMPLETED
722,00303189C,3.0,COMPLETED
723,00303190D,3.1,COMPLETED
724,00303191E,2.9,COMPLETED
725,00303192F,2.9,COMPLETED
726,00303193G,3.1,COMPLETED
727,00303194H,3.1,COMPLETED
728,00303195I,2.6,COMPLETED
729,00303196J,2.6,COMPLETED
730,00303197K,2.6,COMPLETED
731,00303198L,2.6,COMPLETED
732,00303199M,2.85,COMPLETED
733,00303200N,2.85,COMPLETED
734,00303201O,3.1,COMPLETED
735,00303202P,2.6,COMPLETED
736,00303203Q,2.6,COMPLETED
737,00303204R,2.9,COMPLETED
738,00303205S,2.85,COMPLETED
739,00303206T,3.0,COMPLETED
740,00303207U,3.1,COMPLETED
741,00303208V,2.55,COMPLETED
742,00303209W,,ABSENT8
743,00303210X,2.6,COMPLETED
744,00303211Y,2.9,COMPLETED
745,00303212Z,2.95,COMPLETED
746,00303213A,3.0,COMPLETED
747,00303214B,2.6,COMPLETED
748,00303215C,2.9,COMPLETED
749,00303216D,2.95,COMPLETED
750,00303217E,2.6,COMPLETED
751,00303218F,3.05,COMPLETED
752,00303219G,2.85,COMPLETED
753,00303220H,2.7,COMPLETED
754,00303221I,2.65,COMPLETED
755,00303222J,3.1,COMPLETED
756,00303223K,2.85,COMPLETED
757,00303224L,3.1,COMPLETED
758,00303225M,3.4,COMPLETED
759,00303226N,3.4,COMPLETED
760,00303227O,2.95,COMPLETED
761,00303228P,3.0,COMPLETED
762,00303229Q,3.1,COMPLETED
763,00303230R,2.9,COMPLETED
764,00303231S,2.95,COMPLETED
765,00303232T,2.85,COMPLETED
766,00303233U,3.1,COMPLETED
767,00303234V,2.85,COMPLETED
768,00303235W,3.35,COMPLETED
769,00303236X,3.35,COMPLETED
770,00303237Y,3.0,COMPLETED
771,00303238Z,3.0,COMPLETED
772,00303239A,2.95,COMPLETED
773,00303240B,3.1,COMPLETED
774,00303241C,2.85,COMPLETED
775,00303242D,2.95,COMPLETED
776,00303243E,3.05,COMPLETED
777,00303244F,2.9,COMPLETED
778,00303245G,3.3,COMPLETED
779,00303246H,3.05,COMPLETED
780,00303247I,2.6,COMPLETED
781,00303248J,2.6,COMPLETED
782,00303249K,,ABSENT8
783,00303250L,3.15,COMPLETED
784,00303251M,3.2,COMPLETED
785,00303252N,2.9,COMPLETED
786,00303253O,3.15,COMPLETED
787,00303254P,2.8,COMPLETED
788,00303255Q,3.15,COMPLETED
789,00303256R,2.7,COMPLETED
790,00303257S,3.15,COMPLETED
