symbol,gpa,remarks
00201825M,2.50,COMPLETED
00201826N,2.80,COMPLETED
00201827O,2.45,COMPLETED
00201828P,2.75,COMPLETED
00201829Q,2.65,COMPLETED
00201830R,2.60,COMPLETED
00201831S,2.50,COMPLETED
00201832T,2.55,COMPLETED
00201833U,2.65,COMPLETED
00201834V,2.65,COMPLETED
00201835W,2.90,COMPLETED
00201836X,2.55,COMPLETED
00201837Y,2.70,COMPLETED
00201838Z,2.65,COMPLETED
00201839A,3.30,COMPLETED
00201840B,2.30,COMPLETED
00201841C,2.35,COMPLETED
00201842D,2.35,COMPLETED
00201843E,2.35,COMPLETED
00201844F,2.35,COMPLETED
00201845G,2.35,COMPLETED
00201846H,2.35,COMPLETED
00201847I,2.35,COMPLETED
00201848J,2.35,COMPLETED
00201849K,2.35,COMPLETED
00201850L,2.35,COMPLETED
00201851M,2.35,COMPLETED
00201852N,2.35,COMPLETED
00201853O,2.35,COMPLETED
00201854P,2.35,COMPLETED
00201855Q,2.35,COMPLETED
00201856R,2.35,COMPLETED
00201857S,2.35,COMPLETED
00201858T,2.35,COMPLETED
00201859U,2.35,COMPLETED
00201860V,2.30,COMPLETED
00201861W,3.10,COMPLETED
00201862X,2.35,COMPLETED
00201863Y,2.35,COMPLETED
00201864Z,2.30,COMPLETED
00201865A,2.70,COMPLETED
00201866B,2.35,COMPLETED
00201867C,2.35,COMPLETED
00201868D,2.35,COMPLETED
00201869E,2.35,COMPLETED
00201870F,2.30,COMPLETED
00201871G,2.70,COMPLETED
00201872H,2.35,COMPLETED
00201873I,2.30,COMPLETED
00201874J,2.30,COMPLETED
00201875K,2.25,COMPLETED
00201876L,2.30,COMPLETED
00201877M,2.30,COMPLETED
00201878N,2.30,COMPLETED
00201879O,2.30,COMPLETED
00201880P,2.30,COMPLETED
00201881Q,3.20,COMPLETED
00201882R,2.30,COMPLETED
00201883S,2.25,COMPLETED
00201884T,2.70,COMPLETED
00201885U,2.40,COMPLETED
00201886V,2.65,COMPLETED
00201887W,2.35,COMPLETED
00201888X,2.40,COMPLETED
00201889Y,2.60,COMPLETED
00201890Z,2.30,COMPLETED
00201891A,2.35,COMPLETED
00201892B,2.55,COMPLETED
00201893C,2.75,COMPLETED
00201894D,2.60,COMPLETED
00201895E,2.45,COMPLETED
00201896F,2.40,COMPLETED
00201897G,2.35,COMPLETED
00201898H,2.80,COMPLETED
00201899I,2.55,COMPLETED
00201900J,2.40,COMPLETED
00201901K,2.45,COMPLETED
00201902L,2.45,COMPLETED
00201903M,2.85,COMPLETED
00201904N,2.80,COMPLETED
00201905O,3.10,COMPLETED
00201906P,2.65,COMPLETED
00201907Q,2.60,COMPLETED
00201908R,3.20,COMPLETED
00201909S,2.70,COMPLETED
00201910T,2.55,COMPLETED
00201911U,2.50,COMPLETED
00201912V,2.65,COMPLETED
00201913W,2.50,COMPLETED
00201914X,2.55,COMPLETED
00201915Y,2.50,COMPLETED
00201916Z,2.55,COMPLETED
00201917A,2.45,COMPLETED
00201918B,2.50,COMPLETED
00201919C,2.50,COMPLETED
00201920D,2.85,COMPLETED
00201921E,2.65,COMPLETED
00201922F,2.55,COMPLETED
00201923G,3.40,COMPLETED
00201924H,3.25,COMPLETED
00201925I,2.45,COMPLETED
00201926J,2.65,COMPLETED
00201927K,2.70,COMPLETED
00201928L,2.60,COMPLETED
00201929M,2.55,COMPLETED
00201930N,2.65,COMPLETED
00201931O,2.65,COMPLETED
00201932P,2.85,COMPLETED
00201933Q,2.60,COMPLETED
00201934R,2.45,COMPLETED
00201935S,2.45,COMPLETED
00201936T,3.50,COMPLETED
00201937U,3.05,COMPLETED
00201938V,2.85,COMPLETED
00201939W,3.05,COMPLETED
00201940X,2.80,COMPLETED
00201941Y,2.55,COMPLETED
00201942Z,2.85,COMPLETED
00201943A,2.75,COMPLETED
00201944B,2.85,COMPLETED
00201945C,2.70,COMPLETED
00201946D,2.45,COMPLETED
00201947E,2.55,COMPLETED
00201948F,3.20,COMPLETED
00201949G,2.95,COMPLETED
00201950H,2.55,COMPLETED
00201951I,2.75,COMPLETED
00201952J,2.65,COMPLETED
00201953K,2.65,COMPLETED
00201954L,2.55,COMPLETED
00201955M,2.30,COMPLETED
00201956N,3.50,COMPLETED
00201957O,2.60,COMPLETED
00201958P,2.70,COMPLETED
00201959Q,3.30,COMPLETED
00201960R,2.40,COMPLETED
00201961S,3.05,COMPLETED
00201962T,2.80,COMPLETED
00201963U,2.50,COMPLETED
00201964V,2.60,COMPLETED
00201965W,3.10,COMPLETED
00201966X,2.75,COMPLETED
00201967Y,2.40,COMPLETED
00201968Z,2.45,COMPLETED
00201969A,2.80,COMPLETED
00201970B,2.55,COMPLETED
00201971C,3.35,COMPLETED
00201972D,3.00,COMPLETED
00201973E,2.65,COMPLETED
00201974F,2.60,COMPLETED
00201975G,2.40,COMPLETED
00201976H,2.50,COMPLETED
00201977I,3.10,COMPLETED
00201978J,2.45,COMPLETED
00201979K,2.55,COMPLETED
00201980L,2.50,COMPLETED
00201981M,2.95,COMPLETED
00201982N,3.05,COMPLETED
00201983O,3.55,COMPLETED
00201984P,2.80,COMPLETED
00201985Q,3.05,COMPLETED
00201986R,3.60,COMPLETED
00201987S,3.55,COMPLETED
00201988T,2.90,COMPLETED
00201989U,2.95,COMPLETED
00201990V,2.50,COMPLETED
00201991W,3.50,COMPLETED
00201992X,2.95,COMPLETED
00201993Y,2.35,COMPLETED
00201994Z,2.30,COMPLETED
00201995A,2.25,COMPLETED
00201996B,2.30,COMPLETED
00201997C,2.30,COMPLETED
00201998D,2.20,COMPLETED
00201999E,2.25,COMPLETED
00202000F,2.35,COMPLETED
00202001G,3.65,COMPLETED
00202002H,2.30,COMPLETED
00202003I,2.40,COMPLETED
00202004J,2.35,COMPLETED
00202005K,2.35,COMPLETED
00202006L,2.35,COMPLETED
00202007M,2.25,COMPLETED
00202008N,2.20,COMPLETED
00202009O,2.25,COMPLETED
00202010P,2.85,COMPLETED
00202011Q,2.95,COMPLETED
00202012R,2.30,COMPLETED
00202013S,2.40,COMPLETED
00202014T,2.35,COMPLETED
00202015U,2.30,COMPLETED
00202016V,2.30,COMPLETED
00202017W,2.30,COMPLETED
00202018X,2.30,COMPLETED
00202019Y,2.30,COMPLETED
00202020Z,2.25,COMPLETED
00202021A,3.05,COMPLETED
00202022B,2.40,COMPLETED
00202023C,2.30,COMPLETED
00202024D,2.35,COMPLETED
00202025E,2.35,COMPLETED
00202026F,3.45,COMPLETED
00202027G,3.60,COMPLETED
00202028H,2.35,COMPLETED
00202029I,3.15,COMPLETED
00202030J,2.40,COMPLETED
00202031K,3.60,COMPLETED
00202032L,2.45,COMPLETED
00202033M,2.50,COMPLETED
00202034N,2.75,COMPLETED
00202035O,2.60,COMPLETED
00202036P,2.40,COMPLETED
00202037Q,2.50,COMPLETED
00202038R,2.45,COMPLETED
00202039S,3.05,COMPLETED
00202040T,3.00,COMPLETED
00202041U,2.50,COMPLETED
00202042V,2.55,COMPLETED
00202043W,2.30,COMPLETED
00202044X,2.45,COMPLETED
00202045Y,2.45,COMPLETED
00202046Z,2.40,COMPLETED
00202047A,2.40,COMPLETED
00202048B,3.00,COMPLETED
00202049C,2.40,COMPLETED
00202050D,2.75,COMPLETED
00202051E,2.45,COMPLETED
00202052F,2.40,COMPLETED
00202053G,2.35,COMPLETED
00202054H,2.75,COMPLETED
00202055I,2.55,COMPLETED
00202056J,2.80,COMPLETED
00202057K,2.30,COMPLETED
00202058L,2.60,COMPLETED
00202059M,2.50,COMPLETED
00202060N,3.00,COMPLETED
00202061O,2.35,COMPLETED
00202062P,2.45,COMPLETED
00202063Q,2.85,COMPLETED
00202064R,2.40,COMPLETED
00202065S,2.30,COMPLETED
00202066T,2.80,COMPLETED
00202067U,3.35,COMPLETED
00202068V,2.90,COMPLETED
00202069W,3.50,COMPLETED
00202070X,2.90,COMPLETED
00202071Y,3.25,COMPLETED
00202072Z,2.70,COMPLETED
00202073A,2.60,COMPLETED
00202074B,3.60,COMPLETED
00202075C,2.80,COMPLETED
00202076D,3.55,COMPLETED
00202077E,3.50,COMPLETED
00202078F,2.95,COMPLETED
00202079G,3.20,COMPLETED
00202080H,2.80,COMPLETED
00202081I,3.30,COMPLETED
00202082J,3.55,COMPLETED
00202083K,3.75,COMPLETED
00202084L,3.50,COMPLETED
00202085M,3.30,COMPLETED
00202086N,2.95,COMPLETED
00202087O,3.40,COMPLETED
00202088P,2.65,COMPLETED
00202089Q,3.40,COMPLETED
00202090R,2.60,COMPLETED
00202091S,3.40,COMPLETED
00202092T,2.75,COMPLETED
00202093U,2.95,COMPLETED
00202094V,2.60,COMPLETED
00202095W,2.90,COMPLETED
00202096X,2.60,COMPLETED
00202097Y,2.75,COMPLETED
00202098Z,2.85,COMPLETED
00202099A,3.40,COMPLETED
00202100B,2.60,COMPLETED
00202101C,2.85,COMPLETED
00202102D,2.80,COMPLETED
00202103E,2.70,COMPLETED
00202104F,2.80,COMPLETED
00202105G,2.70,COMPLETED
00202106H,3.20,COMPLETED
00202107I,2.65,COMPLETED
00202108J,2.75,COMPLETED
00202109K,2.95,COMPLETED
00202110L,3.00,COMPLETED
00202111M,2.75,COMPLETED
00202112N,2.90,COMPLETED
00202113O,2.70,COMPLETED
00202114P,2.70,COMPLETED
00202115Q,3.05,COMPLETED
00202116R,2.50,COMPLETED
00202117S,3.00,COMPLETED
00202118T,2.80,COMPLETED
00202119U,3.65,COMPLETED
00202120V,3.20,COMPLETED
00202121W,2.85,COMPLETED
00202122X,2.60,COMPLETED
00202123Y,3.05,COMPLETED
00202124Z,2.55,COMPLETED
00202125A,2.90,COMPLETED
00202126B,2.90,COMPLETED
00202127C,3.00,COMPLETED
00202128D,3.10,COMPLETED
00202129E,2.90,COMPLETED
00202130F,2.90,COMPLETED
00202131G,3.00,COMPLETED
00202132H,2.90,COMPLETED
00202133I,3.25,COMPLETED
00202134J,3.00,COMPLETED
00202135K,3.00,COMPLETED
00202136L,2.90,COMPLETED
00202137M,3.05,COMPLETED
00202138N,3.10,COMPLETED
00202139O,2.90,COMPLETED
00202140P,2.90,COMPLETED
00202141Q,2.90,COMPLETED
00202142R,2.90,COMPLETED
00202143S,3.10,COMPLETED
00202144T,2.90,COMPLETED
00202145U,3.50,COMPLETED
00202146V,3.00,COMPLETED
00202147W,3.00,COMPLETED
00202148X,3.50,COMPLETED
00202149Y,3.00,COMPLETED
00202150Z,3.10,COMPLETED
00202151A,2.95,COMPLETED
00202152B,2.90,COMPLETED
00202153C,2.90,COMPLETED
00202154D,2.15,COMPLETED
00202155E,2.15,COMPLETED
00202156F,3.05,COMPLETED
00202157G,2.15,COMPLETED
00202158H,3.25,COMPLETED
00202159I,2.25,COMPLETED
00202160J,2.20,COMPLETED
00202161K,2.10,COMPLETED
00202162L,,ABSENT8
00202163M,2.30,COMPLETED
00202164N,3.80,COMPLETED
00202165O,3.30,COMPLETED
00202166P,3.60,COMPLETED
00202167Q,1.95,COMPLETED
00202168R,2.15,COMPLETED
00202169S,2.30,COMPLETED
00202170T,2.90,COMPLETED
00202171U,2.85,COMPLETED
00202172V,2.65,COMPLETED
00202173W,1.95,COMPLETED
00202174X,2.15,COMPLETED
00202175Y,2.60,COMPLETED
00202176Z,2.30,COMPLETED
00202177A,2.10,COMPLETED
00202178B,2.00,COMPLETED
00202179C,2.15,COMPLETED
00202180D,2.10,COMPLETED
00202181E,2.40,COMPLETED
00202182F,2.05,COMPLETED
00202183G,2.65,COMPLETED
00202184H,2.75,COMPLETED
00202185I,2.20,COMPLETED
00202186J,2.20,COMPLETED
00202187K,2.10,COMPLETED
00202188L,2.45,COMPLETED
00202189M,1.95,COMPLETED
00202190N,2.60,COMPLETED
00202191O,2.60,COMPLETED
00202192P,3.25,COMPLETED
00202193Q,2.35,COMPLETED
00202194R,2.40,COMPLETED
00202195S,2.15,COMPLETED
00202196T,2.80,COMPLETED
00202197U,2.00,COMPLETED
00202198V,3.65,COMPLETED
00202199W,3.20,COMPLETED
00202200X,3.80,COMPLETED
00202201Y,3.45,COMPLETED
00202202Z,3.80,COMPLETED
00202203A,3.10,COMPLETED
00202204B,3.05,COMPLETED
00202205C,3.00,COMPLETED
00202206D,3.05,COMPLETED
00202207E,3.80,COMPLETED
00202208F,3.20,COMPLETED
00202209G,3.55,COMPLETED
00202210H,3.05,COMPLETED
00202211I,3.25,COMPLETED
00202212J,2.85,COMPLETED
00202213K,2.85,COMPLETED
00202214L,2.80,COMPLETED
00202215M,3.05,COMPLETED
00202216N,2.95,COMPLETED
00202217O,2.60,COMPLETED
00202218P,2.75,COMPLETED
00202219Q,2.90,COMPLETED
00202220R,2.70,COMPLETED
00202221S,2.90,COMPLETED
00202222T,2.60,COMPLETED
00202223U,2.60,COMPLETED
00202224V,2.95,COMPLETED
00202225W,2.75,COMPLETED
00202226X,3.15,COMPLETED
00202227Y,3.45,COMPLETED
00202228Z,2.85,COMPLETED
00202229A,2.85,COMPLETED
00202230B,2.70,COMPLETED
00202231C,3.50,COMPLETED
00202232D,2.65,COMPLETED
00202233E,3.05,COMPLETED
00202234F,3.40,COMPLETED
00202235G,2.75,COMPLETED
00202236H,2.75,COMPLETED
00202237I,2.80,COMPLETED
00202238J,2.85,COMPLETED
00202239K,2.75,COMPLETED
00202240L,3.50,COMPLETED
00202241M,2.80,COMPLETED
00202242N,2.80,COMPLETED
00202243O,2.70,COMPLETED
00202244P,2.70,COMPLETED
00202245Q,2.80,COMPLETED
00202246R,2.70,COMPLETED
00202247S,3.05,COMPLETED
00202248T,2.65,COMPLETED
00202249U,2.80,COMPLETED
00202250V,2.65,COMPLETED
00202251W,3.15,COMPLETED
00202252X,3.35,COMPLETED
00202253Y,2.75,COMPLETED
00202254Z,2.70,COMPLETED
00202255A,2.60,COMPLETED
00202256B,2.70,COMPLETED
00202257C,2.40,COMPLETED
00202258D,2.40,COMPLETED
00202259E,2.90,COMPLETED
00202260F,2.60,COMPLETED
00202261G,2.45,COMPLETED
00202262H,3.35,COMPLETED
00202263I,2.90,COMPLETED
00202264J,2.40,COMPLETED
00202265K,2.60,COMPLETED
00202266L,2.65,COMPLETED
00202267M,3.05,COMPLETED
00202268N,2.85,COMPLETED
00202269O,2.55,COMPLETED
00202270P,3.25,COMPLETED
00202271Q,2.60,COMPLETED
00202272R,3.35,COMPLETED
00202273S,2.90,COMPLETED
00202274T,2.65,COMPLETED
00202275U,2.65,COMPLETED
00202276V,2.50,COMPLETED
00202277W,2.90,COMPLETED
00202278X,2.80,COMPLETED
00202279Y,2.90,COMPLETED
00202280Z,2.65,COMPLETED
00202281A,2.80,COMPLETED
00202282B,2.70,COMPLETED
00202283C,3.00,COMPLETED
00202284D,2.50,COMPLETED
00202285E,2.55,COMPLETED
00202286F,2.80,COMPLETED
00202287G,2.55,COMPLETED
00202288H,2.80,COMPLETED
00202289I,2.60,COMPLETED
00202290J,3.10,COMPLETED
00202291K,2.60,COMPLETED
00202292L,2.65,COMPLETED
00202293M,3.15,COMPLETED
00202294N,2.60,COMPLETED
00202295O,2.30,COMPLETED
00202296P,2.60,COMPLETED
00202297Q,2.65,COMPLETED
00202298R,2.95,COMPLETED
00202299S,2.60,COMPLETED
00202300T,2.35,COMPLETED
00202301U,2.55,COMPLETED
00202302V,2.45,COMPLETED
00202303W,3.10,COMPLETED
00202304X,2.55,COMPLETED
00202305Y,2.50,COMPLETED
00202306Z,2.90,COMPLETED
00202307A,2.65,COMPLETED
00202308B,2.60,COMPLETED
00202309C,2.85,COMPLETED
00202310D,2.45,COMPLETED
00202311E,2.65,COMPLETED
00202312F,2.70,COMPLETED
00202313G,2.95,COMPLETED
00202314H,2.80,COMPLETED
00202315I,2.95,COMPLETED
00202316J,3.20,COMPLETED
00202317K,2.55,COMPLETED
00202318L,2.90,COMPLETED
00202319M,2.70,COMPLETED
00202320N,2.65,COMPLETED
00202321O,2.85,COMPLETED
00202322P,2.75,COMPLETED
00202323Q,2.55,COMPLETED
00202324R,2.90,COMPLETED
00202325S,2.80,COMPLETED
00202326T,2.75,COMPLETED
00202327U,2.65,COMPLETED
00202328V,2.55,COMPLETED
00202329W,3.05,COMPLETED
00202330X,3.05,COMPLETED
00202331Y,2.70,COMPLETED
00202332Z,2.85,COMPLETED
00202333A,2.70,COMPLETED
00202334B,2.75,COMPLETED
00202335C,2.80,COMPLETED
00202336D,3.05,COMPLETED
00202337E,2.90,COMPLETED
00202338F,2.80,COMPLETED
00202339G,3.20,COMPLETED
00202340H,2.30,COMPLETED
00202341I,2.55,COMPLETED
00202342J,2.55,COMPLETED
00202343K,2.45,COMPLETED
00202344L,2.40,COMPLETED
00202345M,2.35,COMPLETED
00202346N,,ABSENT8
00202347O,2.55,COMPLETED
00202348P,2.60,COMPLETED
00202349Q,2.40,COMPLETED
00202350R,2.45,COMPLETED
00202351S,2.35,COMPLETED
00202352T,2.50,COMPLETED
00202353U,2.50,COMPLETED
00202354V,2.50,COMPLETED
00202355W,2.60,COMPLETED
00202356X,,ABSENT8
00202357Y,2.40,COMPLETED
00202358Z,2.55,COMPLETED
00202359A,2.70,COMPLETED
00202360B,2.75,COMPLETED
00202361C,2.45,COMPLETED
00202362D,2.35,COMPLETED
00202363E,2.55,COMPLETED
00202364F,2.40,COMPLETED
00202365G,2.75,COMPLETED
00202366H,2.60,COMPLETED
00202367I,2.35,COMPLETED
00202368J,,ABSENT8
00202369K,2.75,COMPLETED
00202370L,2.30,COMPLETED
00202371M,2.30,COMPLETED
00202372N,2.35,COMPLETED
00202373O,2.50,COMPLETED
00202374P,2.55,COMPLETED
00202375Q,2.50,COMPLETED
00202376R,2.30,COMPLETED
00202377S,2.45,COMPLETED
00202378T,2.35,COMPLETED
00202379U,2.45,COMPLETED
00202380V,2.40,COMPLETED
00202381W,2.45,COMPLETED
00202382X,2.85,COMPLETED
00202383Y,2.35,COMPLETED
00202384Z,2.90,COMPLETED
00202385A,2.30,COMPLETED
00202386B,2.70,COMPLETED
00202387C,2.35,COMPLETED
00202388D,2.35,COMPLETED
00202389E,2.50,COMPLETED
00202390F,2.40,COMPLETED
00202391G,2.35,COMPLETED
00202392H,2.50,COMPLETED
00202393I,3.00,COMPLETED
00202394J,2.90,COMPLETED
00202395K,2.85,COMPLETED
00202396L,3.30,COMPLETED
00202397M,2.75,COMPLETED
00202398N,3.40,COMPLETED
00202399O,3.15,COMPLETED
00202400P,3.00,COMPLETED
00202401Q,3.15,COMPLETED
00202402R,2.85,COMPLETED
00202403S,3.20,COMPLETED
00202404T,3.00,COMPLETED
00202405U,2.75,COMPLETED
00202406V,3.10,COMPLETED
00202407W,3.00,COMPLETED
00202408X,3.10,COMPLETED
00202409Y,3.15,COMPLETED
00202410Z,2.95,COMPLETED
00202411A,3.05,COMPLETED
00202412B,3.10,COMPLETED
00202413C,3.05,COMPLETED
00202414D,3.05,COMPLETED
00202415E,2.80,COMPLETED
00202416F,2.95,COMPLETED
00202417G,2.85,COMPLETED
00202418H,3.05,COMPLETED
00202419I,3.30,COMPLETED
00202420J,3.20,COMPLETED
00202421K,3.35,COMPLETED
00202422L,3.45,COMPLETED
00202423M,3.05,COMPLETED
00202424N,3.05,COMPLETED
00202425O,3.00,COMPLETED
00202426P,3.40,COMPLETED
00202427Q,2.80,COMPLETED
00202428R,2.90,COMPLETED
00202429S,3.20,COMPLETED
00202430T,3.10,COMPLETED
00202431U,2.85,COMPLETED
00202432V,2.95,COMPLETED
00202433W,3.05,COMPLETED
00202434X,3.05,COMPLETED
00202435Y,3.25,COMPLETED
00202436Z,2.80,COMPLETED
00202437A,3.10,COMPLETED
00202438B,3.15,COMPLETED
00202439C,2.75,COMPLETED
00202440D,2.75,COMPLETED
00202441E,2.75,COMPLETED
00202442F,2.45,COMPLETED
00202443G,2.70,COMPLETED
00202444H,2.65,COMPLETED
00202445I,3.10,COMPLETED
00202446J,2.70,COMPLETED
00202447K,2.90,COMPLETED
00202448L,2.25,COMPLETED
00202449M,3.00,COMPLETED
00202450N,2.80,COMPLETED
00202451O,2.45,COMPLETED
00202452P,2.25,COMPLETED
00202453Q,2.35,COMPLETED
00202454R,2.70,COMPLETED
00202455S,2.55,COMPLETED
00202456T,2.95,COMPLETED
00202457U,2.70,COMPLETED
00202458V,2.60,COMPLETED
00202459W,2.95,COMPLETED
00202460X,3.00,COMPLETED
00202461Y,2.35,COMPLETED
00202462Z,2.50,COMPLETED
00202463A,2.25,COMPLETED
00202464B,2.25,COMPLETED
00202465C,2.60,COMPLETED
00202466D,3.15,COMPLETED
00202467E,2.35,COMPLETED
00202468F,2.60,COMPLETED
00202469G,2.50,COMPLETED
00202470H,2.45,COMPLETED
00202471I,2.50,COMPLETED
00202472J,2.70,COMPLETED
00202473K,2.50,COMPLETED
00202474L,2.45,COMPLETED
00202475M,2.45,COMPLETED
00202476N,2.70,COMPLETED
00202477O,2.60,COMPLETED
00202478P,2.50,COMPLETED
00202479Q,2.50,COMPLETED
00202480R,2.45,COMPLETED
00202481S,2.50,COMPLETED
00202482T,2.50,COMPLETED
00202483U,2.60,COMPLETED
00202484V,2.60,COMPLETED
00202485W,2.45,COMPLETED
00202486X,2.60,COMPLETED
00202487Y,2.50,COMPLETED
00202488Z,2.50,COMPLETED
00202489A,2.45,COMPLETED
00202490B,2.45,COMPLETED
00202491C,2.50,COMPLETED
00202492D,2.85,COMPLETED
00202493E,2.70,COMPLETED
00202494F,2.75,COMPLETED
00202495G,2.80,COMPLETED
00202496H,3.00,COMPLETED
00202497I,2.80,COMPLETED
00202498J,3.10,COMPLETED
00202499K,3.20,COMPLETED
00202500L,2.90,COMPLETED
00202501M,2.80,COMPLETED
00202502N,2.75,COMPLETED
00202503O,3.05,COMPLETED
00202504P,2.60,COMPLETED
00202505Q,2.60,COMPLETED
00202506R,2.60,COMPLETED
00202507S,2.60,COMPLETED
00202508T,2.60,COMPLETED
00202509U,2.70,COMPLETED
00202510V,2.60,COMPLETED
00202511W,2.65,COMPLETED
00202512X,2.70,COMPLETED
00202513Y,2.75,COMPLETED
00202514Z,2.85,COMPLETED
00202515A,3.25,COMPLETED
00202516B,2.80,COMPLETED
00202517C,2.70,COMPLETED
00202518D,3.15,COMPLETED
00202519E,2.75,COMPLETED
00202520F,3.30,COMPLETED
00202521G,2.80,COMPLETED
00202522H,2.80,COMPLETED
00202523I,2.75,COMPLETED
00202524J,2.70,COMPLETED
00202525K,2.70,COMPLETED
00202526L,2.70,COMPLETED
00202527M,2.70,COMPLETED
00202528N,2.75,COMPLETED
00202529O,2.75,COMPLETED
00202530P,2.65,COMPLETED
00202531Q,2.65,COMPLETED
00202532R,2.75,COMPLETED
00202533S,2.75,COMPLETED
00202534T,2.75,COMPLETED
00202535U,2.80,COMPLETED
00202536V,2.70,COMPLETED
00202537W,2.80,COMPLETED
00202538X,2.60,COMPLETED
00202539Y,2.65,COMPLETED
00202540Z,2.70,COMPLETED
00202541A,2.75,COMPLETED
00202542B,2.70,COMPLETED
00202543C,2.75,COMPLETED
00202544D,2.65,COMPLETED
00202545E,2.75,COMPLETED
00202546F,2.80,COMPLETED
00202547G,2.60,COMPLETED
00202548H,2.65,COMPLETED
00202549I,2.80,COMPLETED
00202550J,2.75,COMPLETED
00202551K,2.70,COMPLETED
00202552L,2.60,COMPLETED
00202553M,2.80,COMPLETED
00202554N,2.65,COMPLETED
00202555O,2.70,COMPLETED
00202556P,2.65,COMPLETED
00202557Q,2.60,COMPLETED
00202558R,2.60,COMPLETED
00202559S,2.75,COMPLETED
00202560T,2.55,COMPLETED
00202561U,2.75,COMPLETED
00202562V,3.50,COMPLETED
00202563W,2.60,COMPLETED
00202564X,2.65,COMPLETED
00202565Y,3.15,COMPLETED
00202566Z,3.00,COMPLETED
00202567A,2.80,COMPLETED
00202568B,2.65,COMPLETED
00202569C,3.00,COMPLETED
00202570D,3.40,COMPLETED
00202571E,3.35,COMPLETED
00202572F,2.75,COMPLETED
00202573G,2.85,COMPLETED
00202574H,3.05,COMPLETED
00202575I,3.25,COMPLETED
00202576J,2.80,COMPLETED
00202577K,3.15,COMPLETED
00202578L,3.55,COMPLETED
00202579M,2.80,COMPLETED
00202580N,3.90,COMPLETED
00202581O,2.85,COMPLETED
00202582P,2.70,COMPLETED
00202583Q,2.55,COMPLETED
00202584R,2.65,COMPLETED
00202585S,2.50,COMPLETED
00202586T,2.55,COMPLETED
00202587U,2.60,COMPLETED
00202588V,2.70,COMPLETED
00202589W,2.60,COMPLETED
00202590X,3.15,COMPLETED
00202591Y,3.40,COMPLETED
00202592Z,2.80,COMPLETED
00202593A,2.65,COMPLETED
00202594B,2.90,COMPLETED
00202595C,2.70,COMPLETED
00202596D,2.80,COMPLETED
00202597E,2.70,COMPLETED
00202598F,2.80,COMPLETED
00202599G,2.60,COMPLETED
00202600H,3.95,COMPLETED
00202601I,2.70,COMPLETED
00202602J,2.75,COMPLETED
00202603K,2.80,COMPLETED
00202604L,2.80,COMPLETED
00202605M,2.55,COMPLETED
00202606N,2.65,COMPLETED
00202607O,2.50,COMPLETED
00202608P,3.25,COMPLETED
00202609Q,2.65,COMPLETED
00202610R,2.50,COMPLETED
00202611S,2.65,COMPLETED
00202612T,2.60,COMPLETED
00202613U,2.50,COMPLETED
00202614V,3.10,COMPLETED
00202615W,2.60,COMPLETED
00202616X,3.00,COMPLETED
00202617Y,2.65,COMPLETED
00202618Z,3.45,COMPLETED
00202619A,2.40,COMPLETED
00202620B,3.00,COMPLETED
00202621C,3.05,COMPLETED
00202622D,2.45,COMPLETED
00202623E,2.95,COMPLETED
00202624F,3.15,COMPLETED
00202625G,2.25,COMPLETED
00202626H,2.40,COMPLETED
00202627I,2.45,COMPLETED
00202628J,2.40,COMPLETED
00202629K,2.50,COMPLETED
00202630L,2.45,COMPLETED
00202631M,2.50,COMPLETED
00202632N,2.50,COMPLETED
00202633O,2.40,COMPLETED
00202634P,2.45,COMPLETED
00202635Q,2.85,COMPLETED
00202636R,2.60,COMPLETED
00202637S,2.80,COMPLETED
00202638T,2.95,COMPLETED
00202639U,2.85,COMPLETED
00202640V,2.45,COMPLETED
00202641W,2.45,COMPLETED
00202642X,2.45,COMPLETED
00202643Y,2.45,COMPLETED
00202644Z,2.45,COMPLETED
00202645A,2.75,COMPLETED
00202646B,2.70,COMPLETED
00202647C,3.10,COMPLETED
00202648D,2.45,COMPLETED
00202649E,2.35,COMPLETED
00202650F,2.75,COMPLETED
00202651G,2.75,COMPLETED
00202652H,3.20,COMPLETED
00202653I,3.25,COMPLETED
00202654J,2.45,COMPLETED
00202655K,2.70,COMPLETED
00202656L,2.35,COMPLETED
00202657M,2.65,COMPLETED
00202658N,2.65,COMPLETED
00202659O,2.40,COMPLETED
00202660P,2.35,COMPLETED
00202661Q,2.40,COMPLETED
00202662R,2.60,COMPLETED
00202663S,2.70,COMPLETED
00202664T,2.45,COMPLETED
00202665U,2.85,COMPLETED
00202666V,2.40,COMPLETED
00202667W,2.90,COMPLETED
00202668X,3.25,COMPLETED
00202669Y,2.50,COMPLETED
00202670Z,2.45,COMPLETED
00202671A,3.55,COMPLETED
00202672B,2.55,COMPLETED
00202673C,2.60,COMPLETED
00202674D,2.55,COMPLETED
00202675E,2.60,COMPLETED
00202676F,2.55,COMPLETED
00202677G,3.00,COMPLETED
00202678H,2.55,COMPLETED
00202679I,2.55,COMPLETED
00202680J,2.65,COMPLETED
00202681K,2.50,COMPLETED
00202682L,2.95,COMPLETED
00202683M,3.40,COMPLETED
00202684N,2.55,COMPLETED
00202685O,2.50,COMPLETED
00202686P,2.55,COMPLETED
00202687Q,2.50,COMPLETED
00202688R,2.55,COMPLETED
00202689S,2.65,COMPLETED
00202690T,2.60,COMPLETED
00202691U,2.60,COMPLETED
00202692V,2.55,COMPLETED
